InverseMatrix00,    InverseMatrix01,    InverseMatrix02,    InverseMatrix03
0.999999999999742 0.000000000000000 0.000000000000239 0.000000000000019
0.999999999999493 0.000000000000000 0.000000000000469 0.000000000000038
0.999999999999245 0.000000000000000 0.000000000000699 0.000000000000056
0.999999999998996 0.000000000000000 0.000000000000930 0.000000000000075
0.999999999998747 0.000000000000000 0.000000000001160 0.000000000000093
0.999999999998497 0.000000000000000 0.000000000001391 0.000000000000112
0.999999999998247 0.000000000000000 0.000000000001622 0.000000000000130
0.999999999997998 0.000000000000001 0.000000000001853 0.000000000000149
0.999999999997748 0.000000000000001 0.000000000002084 0.000000000000167
0.999999999997497 0.000000000000001 0.000000000002316 0.000000000000186
0.999999999997247 0.000000000000001 0.000000000002548 0.000000000000204
0.999999999996996 0.000000000000001 0.000000000002779 0.000000000000223
0.999999999996745 0.000000000000002 0.000000000003011 0.000000000000242
0.999999999996494 0.000000000000002 0.000000000003244 0.000000000000260
0.999999999996243 0.000000000000002 0.000000000003476 0.000000000000279
0.999999999995991 0.000000000000002 0.000000000003709 0.000000000000298
0.999999999995740 0.000000000000003 0.000000000003941 0.000000000000316
0.999999999995487 0.000000000000003 0.000000000004174 0.000000000000335
0.999999999995235 0.000000000000004 0.000000000004408 0.000000000000354
0.999999999994983 0.000000000000004 0.000000000004641 0.000000000000373
0.999999999994730 0.000000000000005 0.000000000004874 0.000000000000391
0.999999999994477 0.000000000000005 0.000000000005108 0.000000000000410
0.999999999994224 0.000000000000006 0.000000000005342 0.000000000000429
0.999999999993970 0.000000000000006 0.000000000005576 0.000000000000448
0.999999999993716 0.000000000000007 0.000000000005810 0.000000000000466
0.999999999993463 0.000000000000007 0.000000000006045 0.000000000000485
0.999999999993208 0.000000000000008 0.000000000006279 0.000000000000504
0.999999999992954 0.000000000000009 0.000000000006514 0.000000000000523
0.999999999992700 0.000000000000010 0.000000000006749 0.000000000000542
0.999999999992445 0.000000000000010 0.000000000006984 0.000000000000561
0.999999999992189 0.000000000000011 0.000000000007220 0.000000000000580
0.999999999991934 0.000000000000012 0.000000000007455 0.000000000000598
0.999999999991678 0.000000000000013 0.000000000007691 0.000000000000617
0.999999999991423 0.000000000000014 0.000000000007927 0.000000000000636
0.999999999991166 0.000000000000015 0.000000000008163 0.000000000000655
0.999999999990910 0.000000000000016 0.000000000008399 0.000000000000674
0.999999999990653 0.000000000000017 0.000000000008636 0.000000000000693
0.999999999990397 0.000000000000018 0.000000000008873 0.000000000000712
0.999999999990140 0.000000000000020 0.000000000009109 0.000000000000731
0.999999999989882 0.000000000000021 0.000000000009347 0.000000000000750
0.999999999989625 0.000000000000022 0.000000000009584 0.000000000000769
0.999999999989367 0.000000000000024 0.000000000009821 0.000000000000788
0.999999999989109 0.000000000000025 0.000000000010059 0.000000000000807
0.999999999988850 0.000000000000026 0.000000000010297 0.000000000000827
0.999999999988592 0.000000000000028 0.000000000010535 0.000000000000846
0.999999999988333 0.000000000000029 0.000000000010773 0.000000000000865
0.999999999988074 0.000000000000031 0.000000000011011 0.000000000000884
0.999999999987814 0.000000000000033 0.000000000011250 0.000000000000903
0.999999999987555 0.000000000000034 0.000000000011488 0.000000000000922
0.999999999987295 0.000000000000036 0.000000000011727 0.000000000000941
0.999999999987035 0.000000000000038 0.000000000011967 0.000000000000961
0.999999999986774 0.000000000000040 0.000000000012206 0.000000000000980
0.999999999986514 0.000000000000042 0.000000000012445 0.000000000000999
0.999999999986253 0.000000000000044 0.000000000012685 0.000000000001018
0.999999999985992 0.000000000000046 0.000000000012925 0.000000000001038
0.999999999985730 0.000000000000048 0.000000000013165 0.000000000001057
0.999999999985468 0.000000000000050 0.000000000013405 0.000000000001076
0.999999999985206 0.000000000000053 0.000000000013646 0.000000000001095
0.999999999984944 0.000000000000055 0.000000000013886 0.000000000001115
0.999999999984682 0.000000000000057 0.000000000014127 0.000000000001134
0.999999999984419 0.000000000000060 0.000000000014368 0.000000000001153
0.999999999984156 0.000000000000062 0.000000000014609 0.000000000001173
0.999999999983892 0.000000000000065 0.000000000014851 0.000000000001192
0.999999999983629 0.000000000000067 0.000000000015093 0.000000000001212
0.999999999983365 0.000000000000070 0.000000000015334 0.000000000001231
0.999999999983101 0.000000000000073 0.000000000015576 0.000000000001250
0.999999999982836 0.000000000000076 0.000000000015819 0.000000000001270
0.999999999982571 0.000000000000078 0.000000000016061 0.000000000001289
0.999999999982306 0.000000000000081 0.000000000016303 0.000000000001309
0.999999999982041 0.000000000000084 0.000000000016546 0.000000000001328
0.999999999981776 0.000000000000087 0.000000000016789 0.000000000001348
0.999999999981510 0.000000000000091 0.000000000017032 0.000000000001367
0.999999999981244 0.000000000000094 0.000000000017276 0.000000000001387
0.999999999980977 0.000000000000097 0.000000000017519 0.000000000001406
0.999999999980711 0.000000000000100 0.000000000017763 0.000000000001426
0.999999999980444 0.000000000000104 0.000000000018007 0.000000000001445
0.999999999980177 0.000000000000107 0.000000000018251 0.000000000001465
0.999999999979909 0.000000000000111 0.000000000018495 0.000000000001485
0.999999999979641 0.000000000000115 0.000000000018740 0.000000000001504
0.999999999979373 0.000000000000118 0.000000000018985 0.000000000001524
0.999999999979105 0.000000000000122 0.000000000019230 0.000000000001544
0.999999999978836 0.000000000000126 0.000000000019475 0.000000000001563
0.999999999978567 0.000000000000130 0.000000000019720 0.000000000001583
0.999999999978298 0.000000000000134 0.000000000019965 0.000000000001603
0.999999999978029 0.000000000000138 0.000000000020211 0.000000000001622
0.999999999977759 0.000000000000142 0.000000000020457 0.000000000001642
0.999999999977489 0.000000000000146 0.000000000020703 0.000000000001662
0.999999999977219 0.000000000000151 0.000000000020949 0.000000000001682
0.999999999976948 0.000000000000155 0.000000000021196 0.000000000001701
0.999999999976677 0.000000000000159 0.000000000021443 0.000000000001721
0.999999999976405 0.000000000000164 0.000000000021689 0.000000000001741
0.999999999976134 0.000000000000168 0.000000000021936 0.000000000001761
0.999999999975862 0.000000000000173 0.000000000022184 0.000000000001781
0.999999999975590 0.000000000000178 0.000000000022431 0.000000000001801
0.999999999975318 0.000000000000183 0.000000000022679 0.000000000001821
0.999999999975045 0.000000000000188 0.000000000022927 0.000000000001840
0.999999999974772 0.000000000000193 0.000000000023175 0.000000000001860
0.999999999974499 0.000000000000198 0.000000000023423 0.000000000001880
0.999999999974225 0.000000000000203 0.000000000023671 0.000000000001900
0.999999999973952 0.000000000000208 0.000000000023920 0.000000000001920
0.999999999973677 0.000000000000213 0.000000000024169 0.000000000001940
0.999999999973403 0.000000000000219 0.000000000024418 0.000000000001960
0.999999999973128 0.000000000000224 0.000000000024667 0.000000000001980
0.999999999972853 0.000000000000230 0.000000000024917 0.000000000002000
0.999999999972578 0.000000000000235 0.000000000025166 0.000000000002020
0.999999999972303 0.000000000000241 0.000000000025416 0.000000000002040
0.999999999972027 0.000000000000247 0.000000000025666 0.000000000002060
0.999999999971750 0.000000000000253 0.000000000025917 0.000000000002080
0.999999999971474 0.000000000000259 0.000000000026167 0.000000000002101
0.999999999971197 0.000000000000265 0.000000000026418 0.000000000002121
0.999999999970920 0.000000000000271 0.000000000026669 0.000000000002141
0.999999999970643 0.000000000000277 0.000000000026920 0.000000000002161
0.999999999970365 0.000000000000283 0.000000000027171 0.000000000002181
0.999999999970087 0.000000000000289 0.000000000027422 0.000000000002201
0.999999999969809 0.000000000000296 0.000000000027674 0.000000000002221
0.999999999969530 0.000000000000302 0.000000000027926 0.000000000002242
0.999999999969251 0.000000000000309 0.000000000028178 0.000000000002262
0.999999999968972 0.000000000000316 0.000000000028430 0.000000000002282
0.999999999968692 0.000000000000323 0.000000000028683 0.000000000002302
0.999999999968413 0.000000000000329 0.000000000028935 0.000000000002323
0.999999999968132 0.000000000000336 0.000000000029188 0.000000000002343
0.999999999967852 0.000000000000343 0.000000000029441 0.000000000002363
0.999999999967571 0.000000000000350 0.000000000029695 0.000000000002384
0.999999999967290 0.000000000000358 0.000000000029948 0.000000000002404
0.999999999967009 0.000000000000365 0.000000000030202 0.000000000002424
0.999999999966727 0.000000000000372 0.000000000030456 0.000000000002445
0.999999999966445 0.000000000000380 0.000000000030710 0.000000000002465
0.999999999966163 0.000000000000387 0.000000000030964 0.000000000002486
0.999999999965880 0.000000000000395 0.000000000031219 0.000000000002506
0.999999999965597 0.000000000000403 0.000000000031473 0.000000000002526
0.999999999965314 0.000000000000411 0.000000000031728 0.000000000002547
0.999999999965031 0.000000000000419 0.000000000031983 0.000000000002567
0.999999999964747 0.000000000000427 0.000000000032239 0.000000000002588
0.999999999964463 0.000000000000435 0.000000000032494 0.000000000002608
0.999999999964178 0.000000000000443 0.000000000032750 0.000000000002629
0.999999999963893 0.000000000000451 0.000000000033006 0.000000000002649
0.999999999963608 0.000000000000460 0.000000000033262 0.000000000002670
0.999999999963323 0.000000000000468 0.000000000033519 0.000000000002691
0.999999999963037 0.000000000000477 0.000000000033775 0.000000000002711
0.999999999962751 0.000000000000485 0.000000000034032 0.000000000002732
0.999999999962465 0.000000000000494 0.000000000034289 0.000000000002752
0.999999999962178 0.000000000000503 0.000000000034546 0.000000000002773
0.999999999961891 0.000000000000512 0.000000000034803 0.000000000002794
0.999999999961604 0.000000000000521 0.000000000035061 0.000000000002814
0.999999999961316 0.000000000000530 0.000000000035319 0.000000000002835
0.999999999961028 0.000000000000539 0.000000000035577 0.000000000002856
0.999999999960740 0.000000000000548 0.000000000035835 0.000000000002877
0.999999999960451 0.000000000000558 0.000000000036094 0.000000000002897
0.999999999960162 0.000000000000567 0.000000000036352 0.000000000002918
0.999999999959873 0.000000000000577 0.000000000036611 0.000000000002939
0.999999999959584 0.000000000000587 0.000000000036870 0.000000000002960
0.999999999959294 0.000000000000596 0.000000000037129 0.000000000002980
0.999999999959003 0.000000000000606 0.000000000037389 0.000000000003001
0.999999999958713 0.000000000000616 0.000000000037649 0.000000000003022
0.999999999958422 0.000000000000626 0.000000000037909 0.000000000003043
0.999999999958131 0.000000000000637 0.000000000038169 0.000000000003064
0.999999999957839 0.000000000000647 0.000000000038429 0.000000000003085
0.999999999957547 0.000000000000657 0.000000000038689 0.000000000003106
0.999999999957255 0.000000000000668 0.000000000038950 0.000000000003127
0.999999999956963 0.000000000000678 0.000000000039211 0.000000000003148
0.999999999956670 0.000000000000689 0.000000000039472 0.000000000003169
0.999999999956377 0.000000000000700 0.000000000039734 0.000000000003190
0.999999999956084 0.000000000000711 0.000000000039995 0.000000000003211
0.999999999955790 0.000000000000722 0.000000000040257 0.000000000003232
0.999999999955496 0.000000000000733 0.000000000040519 0.000000000003253
0.999999999955201 0.000000000000744 0.000000000040781 0.000000000003274
0.999999999954906 0.000000000000755 0.000000000041044 0.000000000003295
0.999999999954611 0.000000000000766 0.000000000041306 0.000000000003316
0.999999999954316 0.000000000000778 0.000000000041569 0.000000000003337
0.999999999954020 0.000000000000789 0.000000000041832 0.000000000003358
0.999999999953724 0.000000000000801 0.000000000042096 0.000000000003379
0.999999999953427 0.000000000000813 0.000000000042359 0.000000000003400
0.999999999953131 0.000000000000825 0.000000000042623 0.000000000003421
0.999999999952834 0.000000000000837 0.000000000042887 0.000000000003443
0.999999999952536 0.000000000000849 0.000000000043151 0.000000000003464
0.999999999952238 0.000000000000861 0.000000000043415 0.000000000003485
0.999999999951940 0.000000000000874 0.000000000043680 0.000000000003506
0.999999999951642 0.000000000000886 0.000000000043945 0.000000000003528
0.999999999951343 0.000000000000898 0.000000000044210 0.000000000003549
0.999999999951044 0.000000000000911 0.000000000044475 0.000000000003570
0.999999999950744 0.000000000000924 0.000000000044740 0.000000000003591
0.999999999950445 0.000000000000937 0.000000000045006 0.000000000003613
0.999999999950144 0.000000000000950 0.000000000045272 0.000000000003634
0.999999999949844 0.000000000000963 0.000000000045538 0.000000000003655
0.999999999949543 0.000000000000976 0.000000000045804 0.000000000003677
0.999999999949242 0.000000000000989 0.000000000046071 0.000000000003698
0.999999999948940 0.000000000001003 0.000000000046338 0.000000000003720
0.999999999948639 0.000000000001016 0.000000000046605 0.000000000003741
0.999999999948336 0.000000000001030 0.000000000046872 0.000000000003763
0.999999999948034 0.000000000001043 0.000000000047139 0.000000000003784
0.999999999947731 0.000000000001057 0.000000000047407 0.000000000003805
0.999999999947427 0.000000000001071 0.000000000047675 0.000000000003827
0.999999999947124 0.000000000001085 0.000000000047943 0.000000000003848
0.999999999946820 0.000000000001099 0.000000000048211 0.000000000003870
0.999999999946516 0.000000000001114 0.000000000048479 0.000000000003892
0.999999999946211 0.000000000001128 0.000000000048748 0.000000000003913
0.999999999945906 0.000000000001142 0.000000000049017 0.000000000003935
0.999999999945601 0.000000000001157 0.000000000049286 0.000000000003956
0.999999999945295 0.000000000001172 0.000000000049555 0.000000000003978
0.999999999944989 0.000000000001187 0.000000000049825 0.000000000004000
0.999999999944682 0.000000000001202 0.000000000050095 0.000000000004021
0.999999999944376 0.000000000001217 0.000000000050365 0.000000000004043
0.999999999944069 0.000000000001232 0.000000000050635 0.000000000004065
0.999999999943761 0.000000000001247 0.000000000050905 0.000000000004086
0.999999999943453 0.000000000001262 0.000000000051176 0.000000000004108
0.999999999943145 0.000000000001278 0.000000000051447 0.000000000004130
0.999999999942837 0.000000000001294 0.000000000051718 0.000000000004152
0.999999999942528 0.000000000001309 0.000000000051989 0.000000000004173
0.999999999942219 0.000000000001325 0.000000000052261 0.000000000004195
0.999999999941909 0.000000000001341 0.000000000052533 0.000000000004217
0.999999999941599 0.000000000001357 0.000000000052805 0.000000000004239
0.999999999941289 0.000000000001374 0.000000000053077 0.000000000004261
0.999999999940978 0.000000000001390 0.000000000053349 0.000000000004283
0.999999999940667 0.000000000001406 0.000000000053622 0.000000000004304
0.999999999940356 0.000000000001423 0.000000000053895 0.000000000004326
0.999999999940044 0.000000000001440 0.000000000054168 0.000000000004348
0.999999999939732 0.000000000001456 0.000000000054441 0.000000000004370
0.999999999939420 0.000000000001473 0.000000000054715 0.000000000004392
0.999999999939107 0.000000000001490 0.000000000054989 0.000000000004414
0.999999999938794 0.000000000001508 0.000000000055263 0.000000000004436
0.999999999938480 0.000000000001525 0.000000000055537 0.000000000004458
0.999999999938166 0.000000000001542 0.000000000055811 0.000000000004480
0.999999999937852 0.000000000001560 0.000000000056086 0.000000000004502
0.999999999937538 0.000000000001577 0.000000000056361 0.000000000004524
0.999999999937223 0.000000000001595 0.000000000056636 0.000000000004546
0.999999999936907 0.000000000001613 0.000000000056911 0.000000000004568
0.999999999936592 0.000000000001631 0.000000000057187 0.000000000004591
0.999999999936275 0.000000000001649 0.000000000057463 0.000000000004613
0.999999999935959 0.000000000001668 0.000000000057739 0.000000000004635
0.999999999935642 0.000000000001686 0.000000000058015 0.000000000004657
0.999999999935325 0.000000000001704 0.000000000058291 0.000000000004679
0.999999999935008 0.000000000001723 0.000000000058568 0.000000000004701
0.999999999934690 0.000000000001742 0.000000000058845 0.000000000004724
0.999999999934371 0.000000000001761 0.000000000059122 0.000000000004746
0.999999999934053 0.000000000001780 0.000000000059399 0.000000000004768
0.999999999933734 0.000000000001799 0.000000000059677 0.000000000004790
0.999999999933414 0.000000000001818 0.000000000059955 0.000000000004813
0.999999999933095 0.000000000001838 0.000000000060233 0.000000000004835
0.999999999932775 0.000000000001857 0.000000000060511 0.000000000004857
0.999999999932454 0.000000000001877 0.000000000060790 0.000000000004880
0.999999999932133 0.000000000001896 0.000000000061068 0.000000000004902
0.999999999931812 0.000000000001916 0.000000000061347 0.000000000004925
