InverseMatrix00,   InverseMatrix01,   InverseMatrix02,   InverseMatrix03,   InverseMatrix04
0.999999999911963 0.000000000086082 0.000000000000239 0.000000000000019 0.000000000001697
0.999999999830421 0.000000000165786 0.000000000000469 0.000000000000038 0.000000000003286
0.999999999748771 0.000000000245588 0.000000000000699 0.000000000000056 0.000000000004886
0.999999999667044 0.000000000325454 0.000000000000930 0.000000000000075 0.000000000006498
0.999999999585247 0.000000000405372 0.000000000001160 0.000000000000093 0.000000000008127
0.999999999503382 0.000000000485339 0.000000000001391 0.000000000000112 0.000000000009777
0.999999999421449 0.000000000565348 0.000000000001622 0.000000000000130 0.000000000011451
0.999999999339448 0.000000000645397 0.000000000001853 0.000000000000149 0.000000000013153
0.999999999257381 0.000000000725481 0.000000000002084 0.000000000000167 0.000000000014887
0.999999999175246 0.000000000805596 0.000000000002316 0.000000000000186 0.000000000016656
0.999999999093045 0.000000000885739 0.000000000002548 0.000000000000204 0.000000000018464
0.999999999010776 0.000000000965907 0.000000000002779 0.000000000000223 0.000000000020314
0.999999998928440 0.000000001046097 0.000000000003011 0.000000000000242 0.000000000022209
0.999999998846038 0.000000001126305 0.000000000003244 0.000000000000260 0.000000000024153
0.999999998763568 0.000000001206530 0.000000000003476 0.000000000000279 0.000000000026147
0.999999998681032 0.000000001286769 0.000000000003709 0.000000000000298 0.000000000028193
0.999999998598428 0.000000001367019 0.000000000003941 0.000000000000316 0.000000000030295
0.999999998515757 0.000000001447279 0.000000000004174 0.000000000000335 0.000000000032454
0.999999998433018 0.000000001527548 0.000000000004408 0.000000000000354 0.000000000034672
0.999999998350213 0.000000001607825 0.000000000004641 0.000000000000373 0.000000000036949
0.999999998267340 0.000000001688108 0.000000000004874 0.000000000000391 0.000000000039287
0.999999998184399 0.000000001768397 0.000000000005108 0.000000000000410 0.000000000041686
0.999999998101391 0.000000001848692 0.000000000005342 0.000000000000429 0.000000000044146
0.999999998018316 0.000000001928992 0.000000000005576 0.000000000000448 0.000000000046668
0.999999997935173 0.000000002009298 0.000000000005810 0.000000000000466 0.000000000049252
0.999999997851962 0.000000002089611 0.000000000006045 0.000000000000485 0.000000000051897
0.999999997768683 0.000000002169930 0.000000000006279 0.000000000000504 0.000000000054603
0.999999997685337 0.000000002250257 0.000000000006514 0.000000000000523 0.000000000057369
0.999999997601923 0.000000002330592 0.000000000006749 0.000000000000542 0.000000000060195
0.999999997518440 0.000000002410935 0.000000000006984 0.000000000000561 0.000000000063079
0.999999997434890 0.000000002491289 0.000000000007220 0.000000000000580 0.000000000066022
0.999999997351271 0.000000002571653 0.000000000007455 0.000000000000598 0.000000000069022
0.999999997267584 0.000000002652029 0.000000000007691 0.000000000000617 0.000000000072078
0.999999997183829 0.000000002732417 0.000000000007927 0.000000000000636 0.000000000075190
0.999999997100006 0.000000002812818 0.000000000008163 0.000000000000655 0.000000000078357
0.999999997016114 0.000000002893233 0.000000000008399 0.000000000000674 0.000000000081579
0.999999996932154 0.000000002973662 0.000000000008636 0.000000000000693 0.000000000084855
0.999999996848125 0.000000003054105 0.000000000008873 0.000000000000712 0.000000000088185
0.999999996764027 0.000000003134564 0.000000000009109 0.000000000000731 0.000000000091568
0.999999996679861 0.000000003215038 0.000000000009347 0.000000000000750 0.000000000095005
0.999999996595626 0.000000003295527 0.000000000009584 0.000000000000769 0.000000000098494
0.999999996511322 0.000000003376031 0.000000000009821 0.000000000000788 0.000000000102038
0.999999996426948 0.000000003456551 0.000000000010059 0.000000000000807 0.000000000105634
0.999999996342506 0.000000003537086 0.000000000010297 0.000000000000827 0.000000000109285
0.999999996257995 0.000000003617636 0.000000000010535 0.000000000000846 0.000000000112989
0.999999996173414 0.000000003698199 0.000000000010773 0.000000000000865 0.000000000116749
0.999999996088764 0.000000003778777 0.000000000011011 0.000000000000884 0.000000000120564
0.999999996004045 0.000000003859367 0.000000000011250 0.000000000000903 0.000000000124435
0.999999995919257 0.000000003939970 0.000000000011488 0.000000000000922 0.000000000128363
0.999999995834398 0.000000004020584 0.000000000011727 0.000000000000941 0.000000000132349
0.999999995749471 0.000000004101209 0.000000000011967 0.000000000000961 0.000000000136393
0.999999995664473 0.000000004181844 0.000000000012206 0.000000000000980 0.000000000140498
0.999999995579406 0.000000004262487 0.000000000012445 0.000000000000999 0.000000000144663
0.999999995494269 0.000000004343137 0.000000000012685 0.000000000001018 0.000000000148891
0.999999995409062 0.000000004423794 0.000000000012925 0.000000000001038 0.000000000153182
0.999999995323784 0.000000004504456 0.000000000013165 0.000000000001057 0.000000000157538
0.999999995238437 0.000000004585121 0.000000000013405 0.000000000001076 0.000000000161961
0.999999995153020 0.000000004665788 0.000000000013646 0.000000000001095 0.000000000166451
0.999999995067533 0.000000004746456 0.000000000013886 0.000000000001115 0.000000000171010
0.999999994981975 0.000000004827123 0.000000000014127 0.000000000001134 0.000000000175641
0.999999994896347 0.000000004907788 0.000000000014368 0.000000000001153 0.000000000180344
0.999999994810648 0.000000004988449 0.000000000014609 0.000000000001173 0.000000000185121
0.999999994724879 0.000000005069104 0.000000000014851 0.000000000001192 0.000000000189974
0.999999994639039 0.000000005149751 0.000000000015093 0.000000000001212 0.000000000194906
0.999999994553128 0.000000005230390 0.000000000015334 0.000000000001231 0.000000000199917
0.999999994467147 0.000000005311017 0.000000000015576 0.000000000001250 0.000000000205009
0.999999994381095 0.000000005391632 0.000000000015819 0.000000000001270 0.000000000210185
0.999999994294972 0.000000005472231 0.000000000016061 0.000000000001289 0.000000000215446
0.999999994208778 0.000000005552814 0.000000000016303 0.000000000001309 0.000000000220795
0.999999994122513 0.000000005633379 0.000000000016546 0.000000000001328 0.000000000226234
0.999999994036177 0.000000005713922 0.000000000016789 0.000000000001348 0.000000000231764
0.999999993949770 0.000000005794443 0.000000000017032 0.000000000001367 0.000000000237387
0.999999993863291 0.000000005874939 0.000000000017276 0.000000000001387 0.000000000243107
0.999999993776741 0.000000005955408 0.000000000017519 0.000000000001406 0.000000000248925
0.999999993690120 0.000000006035848 0.000000000017763 0.000000000001426 0.000000000254843
0.999999993603427 0.000000006116257 0.000000000018007 0.000000000001445 0.000000000260863
0.999999993516663 0.000000006196632 0.000000000018251 0.000000000001465 0.000000000266989
0.999999993429827 0.000000006276972 0.000000000018495 0.000000000001485 0.000000000273221
0.999999993342919 0.000000006357274 0.000000000018740 0.000000000001504 0.000000000279563
0.999999993255939 0.000000006437536 0.000000000018985 0.000000000001524 0.000000000286016
0.999999993168888 0.000000006517755 0.000000000019230 0.000000000001544 0.000000000292584
0.999999993081765 0.000000006597930 0.000000000019475 0.000000000001563 0.000000000299268
0.999999992994569 0.000000006678058 0.000000000019720 0.000000000001583 0.000000000306070
0.999999992907302 0.000000006758136 0.000000000019965 0.000000000001603 0.000000000312994
0.999999992819962 0.000000006838163 0.000000000020211 0.000000000001622 0.000000000320041
0.999999992732550 0.000000006918136 0.000000000020457 0.000000000001642 0.000000000327214
0.999999992645066 0.000000006998053 0.000000000020703 0.000000000001662 0.000000000334516
0.999999992557510 0.000000007077911 0.000000000020949 0.000000000001682 0.000000000341948
0.999999992469881 0.000000007157709 0.000000000021196 0.000000000001701 0.000000000349512
0.999999992382179 0.000000007237444 0.000000000021443 0.000000000001721 0.000000000357213
0.999999992294406 0.000000007317114 0.000000000021689 0.000000000001741 0.000000000365050
0.999999992206559 0.000000007396716 0.000000000021936 0.000000000001761 0.000000000373028
0.999999992118639 0.000000007476248 0.000000000022184 0.000000000001781 0.000000000381148
0.999999992030647 0.000000007555709 0.000000000022431 0.000000000001801 0.000000000389412
0.999999991942582 0.000000007635095 0.000000000022679 0.000000000001821 0.000000000397823
0.999999991854444 0.000000007714406 0.000000000022927 0.000000000001840 0.000000000406383
0.999999991766233 0.000000007793638 0.000000000023175 0.000000000001860 0.000000000415094
0.999999991677949 0.000000007872790 0.000000000023423 0.000000000001880 0.000000000423958
0.999999991589592 0.000000007951859 0.000000000023671 0.000000000001900 0.000000000432977
0.999999991501162 0.000000008030845 0.000000000023920 0.000000000001920 0.000000000442153
0.999999991412658 0.000000008109744 0.000000000024169 0.000000000001940 0.000000000451489
0.999999991324080 0.000000008188556 0.000000000024418 0.000000000001960 0.000000000460985
0.999999991235430 0.000000008267277 0.000000000024667 0.000000000001980 0.000000000470645
0.999999991146706 0.000000008345908 0.000000000024917 0.000000000002000 0.000000000480469
0.999999991057908 0.000000008424445 0.000000000025166 0.000000000002020 0.000000000490460
0.999999990969037 0.000000008502887 0.000000000025416 0.000000000002040 0.000000000500619
0.999999990880092 0.000000008581233 0.000000000025666 0.000000000002060 0.000000000510948
0.999999990791073 0.000000008659481 0.000000000025917 0.000000000002080 0.000000000521449
0.999999990701980 0.000000008737631 0.000000000026167 0.000000000002101 0.000000000532122
0.999999990612814 0.000000008815679 0.000000000026418 0.000000000002121 0.000000000542969
0.999999990523573 0.000000008893626 0.000000000026669 0.000000000002141 0.000000000553992
0.999999990434258 0.000000008971470 0.000000000026920 0.000000000002161 0.000000000565192
0.999999990344869 0.000000009049209 0.000000000027171 0.000000000002181 0.000000000576569
0.999999990255406 0.000000009126844 0.000000000027422 0.000000000002201 0.000000000588126
0.999999990165869 0.000000009204372 0.000000000027674 0.000000000002221 0.000000000599864
0.999999990076257 0.000000009281793 0.000000000027926 0.000000000002242 0.000000000611782
0.999999989986571 0.000000009359106 0.000000000028178 0.000000000002262 0.000000000623883
0.999999989896810 0.000000009436310 0.000000000028430 0.000000000002282 0.000000000636167
0.999999989806974 0.000000009513405 0.000000000028683 0.000000000002302 0.000000000648635
0.999999989717064 0.000000009590389 0.000000000028935 0.000000000002323 0.000000000661288
0.999999989627080 0.000000009667263 0.000000000029188 0.000000000002343 0.000000000674126
0.999999989537020 0.000000009744025 0.000000000029441 0.000000000002363 0.000000000687150
0.999999989446886 0.000000009820675 0.000000000029695 0.000000000002384 0.000000000700361
0.999999989356677 0.000000009897213 0.000000000029948 0.000000000002404 0.000000000713759
0.999999989266392 0.000000009973638 0.000000000030202 0.000000000002424 0.000000000727344
0.999999989176033 0.000000010049949 0.000000000030456 0.000000000002445 0.000000000741118
0.999999989085598 0.000000010126147 0.000000000030710 0.000000000002465 0.000000000755080
0.999999988995088 0.000000010202231 0.000000000030964 0.000000000002486 0.000000000769232
