EH[1245] Te[1245] dEH[1245] EH[1246] Te[1246] dEH[1246]
0.00000000044155304388272017668717172348910333240513 0.00004305039871195941349061100944517477273620897904 0.00000000000000000000000013662121755308807059271372 0.00000000043899589171034287206225194406502068678044 0.00004280108230004955291751397861155226109985960647 0.00000000000000000000000013559835668413714243761937
0.00000000078334097647002175748775243424061598407349 0.00007637393021541670707144633389873433770844712853 0.00000000000000000000000013671517303492062747115968 0.00000000077822488007397378136757347470405313250019 0.00007587512267088277091720005529396075871773064137 0.00000000000000000000000013569159534545236246583847
0.00000000112536400341224778766900660453842419883586 0.00010972038286477030992038111945063860730442684144 0.00000000000000000000000013680921077689040096921627 0.00000000111768716914537488064724349875848907753806 0.00010897190931130566597141717810615091366344131529 0.00000000000000000000000013578491562856046679342051
0.00000000146762233047883705446565343798398864394450 0.00014308977672204510546601075038353201307472772896 0.00000000000000000000000013690333082663570014527309 0.00000000145738296309715295456085839989699565188985 0.00014209146212765597213842361234981126472121104598 0.00000000000000000000000013587831758071118553563660
0.00000000181011616355829298097723636452090895110345 0.00017648213186087442815377923643893609551014378667 0.00000000000000000000000013699753323178241330686440 0.00000000179731246622001384536404798201265561874429 0.00017523380103778572508717303879421933743287809193 0.00000000000000000000000013597180124914437649192088
0.00000000215284570865814242223386024274386918442303 0.00020989746836649607222673175055405181410606019199 0.00000000000000000000000013709181803993969174234965 0.00000000213747588292271923272146957352695534337883 0.00020839894597105712180026837465618427813751623034 0.00000000000000000000000013606536668108219616982302
0.00000000249581117190489761488801392062559375562003 0.00024333580633574861899065533421548934711609035730 0.00000000000000000000000013718618529870213081394723 0.00000000247787341773205127173562138545668404043809 0.00024158691686833905112700981998585803012247197330 0.00000000000000000000000013615901392373275024598052
0.00000000283901275954402122883368987009758410700044 0.00027679716587706795381459978777627384260995313525 0.00000000000000000000000013728063505564951741012008 0.00000000281850527529277495622897134865472712483836 0.00027479773368200335328589978267643800791120156646 0.00000000000000000000000013625274302428954255314175
0.00000000318245067793988935087397243906166821592052 0.00031028156711048387799908865325448914518347010016 0.00000000000000000000000013737516735834731208193049 0.00000000315937166036760192959215791884929058763731 0.00030803141637592148594296248553803252434590831399 0.00000000000000000000000013634655402993076335507076
0.00000000352612513357575095287102275303393189576084 0.00034378903016761563644215771162748751521576195955 0.00000000000000000000000013746978225434458274437653 0.00000000350047277783715305486127205214161306479070 0.00034128798492546059397886870634408751357113942504 0.00000000000000000000000013644044698782041433137517
0.00000000387003633305369976760525191220377316803081 0.00037731957519167004739060744533674096601316705346 0.00000000000000000000000013756447979117951480616157 0.00000000384180883269992450031274253087129610939598 0.00037456745931748060924812437910702556109754368663 0.00000000000000000000000013653442194510851520737254
0.00000000421418448309463003461254940445329664200358 0.00041087322233743608142914061076567122654523700476 0.00000000000000000000000013765926001637204137112756 0.00000000418338003007225175710668990691244728541420 0.00040786985955033026613608670984945092641282826662 0.00000000000000000000000013662847894893087416535001
0.00000000455856979053820754886284374938869301541189 0.00044444999177128296412656038860689022840233519673 0.00000000000000000000000013775412297743114416019964 0.00000000452518657518827324333997416845598582568755 0.00044119520563384363211201222298996071913279592991 0.00000000000000000000000013672261804640849091383922
0.00000000490319246234283202404223133558103242535253 0.00047804990367115638132816668459668107971083372831 0.00000000000000000000000013784906872184961888810506 0.00000000486722867339989638964108006587497290418298 0.00047454351758933734301351692330683817999670282006 0.00000000000000000000000013681683928464918676767314
0.00000000524805270558560193737694291689008241341696 0.00051167297822657441339760930887337053718511015177 0.00000000000000000000000013794409729710804714858209 0.00000000520950653017676455194561499061761677964455 0.00050791481544960664570864672384686855366453528404 0.00000000000000000000000013691114271074732914149761
0.00000000559315072746228309677006659741266281216099 0.00054531923563862487892156538649146568786818534136 0.00000000000000000000000013803920875067263828022027 0.00000000555202035110622392427180685410027793924570 0.00054130911925892274180055485643947577045764774084 0.00000000000000000000000013700552837178367083765302
0.00000000593848673528727720793827081643100063157448 0.00057898869611996278683463401648623403161764144897 0.00000000000000000000000013813440312999761708936052 0.00000000589477034189328714277355175448977475660683 0.00057472644907302899291989817243120342027395963669 0.00000000000000000000000013709999631482532708730032
0.00000000628406093649358465128423946216736084569021 0.00061268137989480551171966871137897214794065803289 0.00000000000000000000000013822968048252308867480945 0.00000000623775670836060598878019972679011273530847 0.00060816682495913804758908005609896463283803313971 0.00000000000000000000000013719454658692758930147012
0.00000000662987353863277304903339485673240127905359 0.00064639730719893127592473591747079808556009083986 0.00000000000000000000000013832504085567547464644616 0.00000000658097965644843333848837730356944042409140 0.00064163026699592853440562434386151835497003048658 0.00000000000000000000000013728917923513080266419331
0.00000000697592474937494748673184584712887723600971 0.00068013649827967459591399057572402853111270815134 0.00000000000000000000000013842048429686990084812229 0.00000000692443939221459586600177326504677866036985 0.00067511679527354202627609236486705412971787154675 0.00000000000000000000000013738389430646493494843492
0.00000000732221477650871577166066057808929690153832 0.00071389897339592389702289665365242399275302886963 0.00000000000000000000000013851601085350721270403694 0.00000000726813612183445930174541141192967597106644 0.00070862642989358022149043447868166367697995156050 0.00000000000000000000000013747869184794537504214492
0.00000000766874382794116030869503968913497571335824 0.00074768475281811901979323042866099058301188051701 0.00000000000000000000000013861162057297813077493776 0.00000000761207005160090113550543631550093781612532 0.00074215919096910147427503812167515206965617835522 0.00000000000000000000000013757357190657646861486025
0.00000000801551211169780832180226440557974099121452 0.00078149385682824731684525954023001759196631610394 0.00000000000000000000000013870731350265946254390450 0.00000000795624138792427752920461119651163173216446 0.00077571509862461840954794833891128291725181043148 0.00000000000000000000000013766853452935073751598753
0.00000000836251983592260042117841952347828682334807 0.00081532630571984137605318077035576607158873230219 0.00000000000000000000000013880308968991681156348560 0.00000000830065033733239519276149112224014170458020 0.00080929417299609467031235032763447634351905435324 0.00000000000000000000000013776357976324720377699816
0.00000000870976720887785668884327873549150433873933 0.00084918211979797565951838533848672341264318674803 0.00000000000000000000000013889894918210253411590872 0.00000000864529710647048077840775854446819792542556 0.00084289643423094144820961748365562016260810196400 0.00000000000000000000000013785870765523405284081689
0.00000000905725443894425351758315314611158530766488 0.00088306131937926357622359319066163152456283569336 0.00000000000000000000000013899489202655881570220205 0.00000000899018190210115110218617139048458142269737 0.00087652190248801596563626992164586226863320916891 0.00000000000000000000000013795391825226826621983719
0.00000000940498173462079548681006446872107651380190 0.00091696392479185553046894252560150562203489243984 0.00000000000000000000000013909091827061668381061055 0.00000000933530493110438667417096136619952817525814 0.00091017059793761768103637077587109160958789288998 0.00000000000000000000000013804921160129415212798272
0.00000000975294930452478062097601779843053515506313 0.00095088995637543501874416884689367179817054420710 0.00000000000000000000000013918702796159384978243628 0.00000000968066640047750357432700715320378348494046 0.00094384254076148655417805022338484377542044967413 0.00000000000000000000000013814458774924676635293925
0.00000001010115735739177888287707523335898218697082 0.00098483943448121722026578073183600281481631100178 0.00000000000000000000000013928322114679959905220881 0.00000001002626651733512367400778249977230660583416 0.00097753775115279827566394654780879136524163186550 0.00000000000000000000000013824004674304807812419001
0.00000001044960610207560404951252907169295669476128 0.00101881237947194585279075962347405948094092309475 0.00000000000000000000000013937949787353040600274367 0.00000001037210548890914982053697963003402460202551 0.00101125624931616437535142338788318738806992769241 0.00000000000000000000000013833558862961018435538126
0.00000001079829574754828393358284990269022052267189 0.00105280881172188861896743539148246782133355736732 0.00000000000000000000000013947585818907165588069531 0.00000001071818352254873771306768244103088671970170 0.00104499805546762777712366254689868583227507770061 0.00000000000000000000000013843121345583533260319631
0.00000001114722650290003556807131001584951213168040 0.00108682875161683904947917955752245688927359879017 0.00000000000000000000000013957230214070044577918992 0.00000001106450082572027108716398991188761824489006 0.00107876318983466095574597076733880385290831327438 0.00000000000000000000000013852692126861348742670735
0.00000001149639857733924039082560681008030045724411 0.00112087221955410858836854615105949051212519407272 0.00000000000000000000000013966882977568198009460124 0.00000001141105760600733359066018930087077487556257 0.00111255167265616235899861052871528954710811376572 0.00000000000000000000000013862271211482526912325246
0.00000001184581218019241777477826109681718902422176 0.00115493923594252832776074768617036170326173305511 0.00000000000000000000000013976544114127110877111117 0.00000001175785407111069058568727997877989555064460 0.00114636352418245684135766904176989555708132684231 0.00000000000000000000000013871858604134250474141263
0.00000001219546752090420186688946561524501954743016 0.00118902982120244575525713770502989063970744609833 0.00000000000000000000000013986213628471349820328585 0.00000001210489042884825275272602109572980810803244 0.00118019876467528872510115434124600142240524291992 0.00000000000000000000000013881454309502483016765387
0.00000001254536480903731511836748333541327604656601 0.00122314399576572063396695533299407543381676077843 0.00000000000000000000000013995891525324547052395731 0.00000001245216688715506120135590562665248159923692 0.00121405741440782353503247126269570799195207655430 0.00000000000000000000000013891058332272336354617352
0.00000001289550425427254677797272107951653818957993 0.00125728178007572391830515279309565812582150101662 0.00000000000000000000000014005577809409258015403307 0.00000001279968365408325934611433356835608066148779 0.00124793949366464431219303499176476179854944348335 0.00000000000000000000000013900670677127925886983579
0.00000001324588606640872476787690271895353566478093 0.00129144319458733558558805043503525666892528533936 0.00000000000000000000000014015272485447089949944235 0.00000001314744093780207636288436087897146808955995 0.00128184502274174814441531911057836623513139784336 0.00000000000000000000000013910291348752652992167860
0.00000001359651045536269583132836790166295126702778 0.00132562825976694181710768827286983650992624461651 0.00000000000000000000000014024975558158837352470435 0.00000001349543894659779079294774714473451049379094 0.00131577402194654508212068311223674754728563129902 0.00000000000000000000000013919920351828557587243446
0.00000001394737763116930898903982099156992346955519 0.00135983699609243391392965349950827658176422119141 0.00000000000000000000000014034687032264514117716489 0.00000001384367788887372227117883004970932958599406 0.00134972651159785705411719991531072082580067217350 0.00000000000000000000000013929557691037273217213088
0.00000001429848780398138245196382894747905156762613 0.00139406942405320482744612853309718047967180609703 0.00000000000000000000000014044406912482928799529901 0.00000001419215797315020174754247346679200680874544 0.00138370251202591179606748994501685956493020057678 0.00000000000000000000000013939203371059209719093230
0.00000001464984118406969038640302047463159773599273 0.00142832556415014699097154604601200844626873731613 0.00000000000000000000000014054135203532311388132383 0.00000001454087940806455494348181639715708590721022 0.00141770204357234697045697657813434489071369171143 0.00000000000000000000000013948857396574145560864234
0.00000001500143798182293809859170943387524088663554 0.00146260543689565275342345795905885097454302012920 0.00000000000000000000000014063871910129909233936754 0.00000001488984240237107753649989637942732678688174 0.00145172512659020301085954773867570111178793013096 0.00000000000000000000000013958519772260881162472376
0.00000001535327840774774218236119356899987975495492 0.00149690906281360830779036952264959836611524224281 0.00000000000000000000000014073617036992140872003008 0.00000001523904716494101530782494821700950859977297 0.00148577178144392182089494891528147491044364869595 0.00000000000000000000000013968190502797450117471013
0.00000001570536267246861232116627834012878572877980 0.00153123646243939651005738777911346915061585605145 0.00000000000000000000000014083370588834816427229094 0.00000001558849390476254263571447759937488308779052 0.00151984202850934612370747966991757493815384805202 0.00000000000000000000000013977869592861105417696161
0.00000001605769098672793143575057565105440593455910 0.00156558765631988994031231765546863243798725306988 0.00000000000000000000000014093132570372777160028491 0.00000001593818283094075256928791046572707612583031 0.00155393588817371967880642813497615861706435680389 0.00000000000000000000000013987557047128415880537457
0.00000001641026356138593252308935236446346683791830 0.00159996266501345328799044143153196273487992584705 0.00000000000000000000000014102902986320090616759549 0.00000001628811415269762705002454109600579235106466 0.00158805338083567904212956012344193368335254490376 0.00000000000000000000000013997252870274960795913438
0.00000001676308060742068873022217966560487578675520 0.00163436150908993944874669779210307751782238483429 0.00000000000000000000000014112681841390254963704438 0.00000001663828807937202202251250615638866747758584 0.00162219452690525877021354705931344142300076782703 0.00000000000000000000000014006957066975747777779054
0.00000001711614233592808688447333136540412512616172 0.00166878420913068778973220585015724282129667699337 0.00000000000000000000000014122469140295893634044424 0.00000001698870482041965089083653363873777086823225 0.00165635934680388556550223455587911303155124187469 0.00000000000000000000000014016669641905097969755476
0.00000001746944895812181094983953283990979477025007 0.00170323078572852306539209266134093923028558492661 0.00000000000000000000000014132264887748934407077374 0.00000001733936458541306466624324158793540862077975 0.00169054786096437740898490442731372240814380347729 0.00000000000000000000000014026390599736522067210282
0.00000001782300068533333210082261039396145374524849 0.00173770125948775303222071375586210706387646496296 0.00000000000000000000000014142069088460806854534501 0.00000001769026758404163873225133725344132562540267 0.00172476008983094290967497119737572575104422867298 0.00000000000000000000000014036119945142901692362367
0.00000001817679772901188225264988956430406430442304 0.00177219565102416823192121864138925957377068698406 0.00000000000000000000000014151881747141990050761779 0.00000001804141402611154968359446560451780916523035 0.00175899605385917740148216115159129913081414997578 0.00000000000000000000000014045857682796480210732325
0.00000001853084030072445075255174490747728244244286 0.00180671398096503938932033683784084132639691233635 0.00000000000000000000000014161702868502715114265559 0.00000001839280412154577201749875911811898943071242 0.00179325577351606489477642281116231970372609794140 0.00000000000000000000000014055603817368883394129092
0.00000001888512861215575460125954809081916252466726 0.00184125626994911459344272941507369978353381156921 0.00000000000000000000000014171532457252108841710891 0.00000001874443808038404835518078586989454414890588 0.00182753926927997308905793349964596927748061716557 0.00000000000000000000000014065358353531025289266377
0.00000001923966287510823183556076746824475831587620 0.00187582253862662124907489946679106651572510600090 0.00000000000000000000000014181370518099128134094931 0.00000001909631611278288282440264910996829961220556 0.00186184656164065358979753384005562111269682645798 0.00000000000000000000000014075121295953399795462966
